created_at,source,original_text,lang,sentiment,favorite_count,retweet_count,polarity,subjectivity,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 18:29:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,en,"Sentiment(polarity=0.0, subjectivity=0.0)",36,30,0,0,namgibuns,82,727,FALSE,[],,s/her '99 bi
Fri Jun 18 18:29:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Donâ€™t waste public funding to make a luxurious lifestyle for politicians, use the ðŸ’µ to buy vaccines to fight the #Covid19. 90% of the population hasnâ€™t received a single dose as at now. People are dying while you just want to get a new ðŸš” onðŸ”of what you already have.#PradoEpa",en,"Sentiment(polarity=-0.03376623376623378, subjectivity=0.18387445887445886)",6,4,-0.033766234,0.183874459,SlReTweet,61,123,FALSE,"['#Covid19', '#PradoEpa']",,Sri Lanka
Fri Jun 18 18:29:44 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Iâ€™m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
ðŸ” Search https://t.co/d2PDWIps8o  
ðŸ“±Text your ZIP code to 438829  
ðŸ“ž Call 1-800-232-0233 https://t.co/AMmcMmCtiP",en,"Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",715,232,0.508333333,0.783333333,xashee,3122,2332,FALSE,"['#WeCanDoThis', '#COVID19']",,california
Fri Jun 18 18:29:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",No-one is immune from #COVID19 but we ask you to ensure that #Dalits and other #marginalised and #excluded groups get the same consideration for vaccine as the rest of the population. #endcastediscrimination @UN_Nepal @EUinNepal @EUAmbNepal @amnesty @amnestysasia,en,"Sentiment(polarity=-0.0625, subjectivity=0.25)",3,3,-0.0625,0.25,SonuKum24044216,451,789,FALSE,"['#COVID19', '#Dalits', '#marginalised', '#excluded', '#endcastediscrimination']","{'screen_name': 'UN_Nepal', 'name': 'UN Country Team Nepal', 'id': 1197021187, 'id_str': '1197021187', 'indices': [208, 217]}",
Fri Jun 18 18:29:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,en,"Sentiment(polarity=0.0, subjectivity=0.0)",36,31,0,0,Mahmoud_Aboda,492,642,FALSE,[],,
Fri Jun 18 18:30:00 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","The only way weâ€™ll be free of the #COVID19 pandemic is by making sure there are vaccines for everyone, everywhere.â€¦ https://t.co/i9Y5CAYlIh",en,"Sentiment(polarity=0.3, subjectivity=0.8962962962962964)",0,0,0.3,0.896296296,gavi,147366,1527,FALSE,['#COVID19'],,"Geneva, Switzerland"
Fri Jun 18 18:30:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Science, collaboration, $â‚¬Â¥, volunteers, patients, doctors, families, communities,false starts, persistenceâ€¦a huge amt of work from dedicated people ðŸŒ

This is why we have several safe &amp; effective #COVID19 vaccines

Letâ€™s get them to those who need them most, now.  @WHO #COVAX",en,"Sentiment(polarity=0.4, subjectivity=0.54)",0,0,0.4,0.54,shtuiothashuvot,388,1408,FALSE,"['#COVID19', '#COVAX']",,A capo di Big Pharma
Fri Jun 18 18:30:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA                              https://t.co/ofDKjzuAOf,en,"Sentiment(polarity=0.5, subjectivity=0.9)",21,18,0.5,0.9,MatomeDikgale,1935,1706,FALSE,"['#COVID19', '#CoronaVirusSA']",,Pretoria/Polokwane
Fri Jun 18 18:30:10 +0000 2021,"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>",An emergency meeting will be held June 18 to discuss rare reports of heart inflammation in people who have receivedâ€¦ https://t.co/96qakhWkqx,en,"Sentiment(polarity=0.3, subjectivity=0.9)",0,0,0.3,0.9,PulmAdvisor,644,22,FALSE,[],,"New York, NY"
Fri Jun 18 18:30:12 +0000 2021,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",RT @wef: Study: Most people support sharing vaccines with other countries https://t.co/NztqNVp5Py #covid19 #vaccines https://t.co/hf5ZNVHJUR,en,"Sentiment(polarity=0.1875, subjectivity=0.4375)",0,0,0.1875,0.4375,AshirvadLobo,6413,4112,FALSE,"['#covid19', '#vaccines']","{'screen_name': 'wef', 'name': 'World Economic Forum', 'id': 5120691, 'id_str': '5120691', 'indices': [3, 7]}",Dubai
Fri Jun 18 18:30:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","11) But is it just a SinoVac issue though? Unclear, in a Calgary ðŸ‡¨ðŸ‡¦ hospital, or the 6 #DeltaVariant infected healthcare workers, 5 were fully vaccinated with 2 doses of mRNA vaccines too. That sparked infection across different units of the hospital. Delta is a problem.",en,"Sentiment(polarity=0.0, subjectivity=0.6)",86,49,0,0.6,AnsisEgle,4154,785,,['#DeltaVariant'],,Riga
Fri Jun 18 18:30:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Science, collaboration, $â‚¬Â¥, volunteers, patients, doctors, families, communities,false starts, persistenceâ€¦a huge amt of work from dedicated people ðŸŒ

This is why we have several safe &amp; effective #COVID19 vaccines

Letâ€™s get them to those who need them most, now.  @WHO #COVAX",en,"Sentiment(polarity=0.4, subjectivity=0.54)",7,2,0.4,0.54,halimayarow,82,173,,"['#COVID19', '#COVAX']","{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [270, 274]}","Nairobi, Kenya"
Fri Jun 18 18:30:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Can I be fired if I donâ€™t get vaccinated?"" 

""Can I ask my employee to get vaccinated?"" 

These were some questions people around me were debating, so I asked experts about #vaccines and the workplace: https://t.co/KEglIrEPWB #COVID19 @TorontoStar",en,"Sentiment(polarity=0.0, subjectivity=0.0)",14,5,0,0,donmar002,184,954,FALSE,"['#vaccines', '#COVID19']","{'screen_name': 'TorontoStar', 'name': 'Toronto Star', 'id': 12848262, 'id_str': '12848262', 'indices': [236, 248]}",New York City
Fri Jun 18 18:30:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",en,"Sentiment(polarity=0.09375, subjectivity=0.28125)",125,74,0.09375,0.28125,acortez89,112,117,FALSE,['#COVID19'],,Honduras
Fri Jun 18 18:31:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vaccine Skepticism is healthy. There is no need to mass  vaccinate everyone in haste with EUA vaccines and risk vaccine fatalities. 

 COVID19 is not incurable like rabies. It is easily curable by early treatment. Mass chemoprophylaxis or mass herbal prophylaxis are also options",en,"Sentiment(polarity=0.32083333333333336, subjectivity=0.5583333333333333)",2,1,0.320833333,0.558333333,hity_13,246,2579,FALSE,[],,
Fri Jun 18 18:31:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,"Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",271,128,0.133333333,0.455555556,heritage_jo,472,1415,FALSE,[],,"Birmingham, England"
Fri Jun 18 18:31:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","President Biden made a clear &amp; powerful statement of investigation of #COVID19:
-G7 communique will change the worldâ€™s attitudes to CCP China
-CCP pretends to be helpful &amp; promote vaccines
-But the world wonâ€™t listen to China. People can see the results!
#UnrestrictedBioweapon",en,"Sentiment(polarity=0.23750000000000002, subjectivity=0.6916666666666667)",1150,817,0.2375,0.691666667,b6JJRVwFVqMh4MI,66,123,,"['#COVID19', '#UnrestrictedBioweapon']",,
Fri Jun 18 18:31:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",en,"Sentiment(polarity=0.125, subjectivity=0.325)",63,49,0.125,0.325,BrakaFiona,8990,90,FALSE,"['#COVID19', '#Africa']","{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [137, 149]}","Abuja, Nigeria"
Fri Jun 18 18:31:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","11) But is it just a SinoVac issue though? Unclear, in a Calgary ðŸ‡¨ðŸ‡¦ hospital, or the 6 #DeltaVariant infected healthcare workers, 5 were fully vaccinated with 2 doses of mRNA vaccines too. That sparked infection across different units of the hospital. Delta is a problem.",en,"Sentiment(polarity=0.0, subjectivity=0.6)",87,50,0,0.6,lukeyan99,395,3615,FALSE,['#DeltaVariant'],,
Fri Jun 18 18:31:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ðŸš¨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ ðŸ§µ
https://t.co/CRDhqPHFWM",en,"Sentiment(polarity=0.16666666666666666, subjectivity=0.18888888888888888)",557,623,0.166666667,0.188888889,LayeKamara,704,793,FALSE,[],"{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [81, 89]}",Somewhere buildin a dope house
Fri Jun 18 18:31:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",en,"Sentiment(polarity=0.24318181818181817, subjectivity=0.5022727272727273)",20,8,0.243181818,0.502272727,joeylawless,252,1395,FALSE,[],,"Dublin City, Ireland â˜˜"
Fri Jun 18 18:31:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,en,"Sentiment(polarity=0.0, subjectivity=0.0)",41,32,0,0,BarikaNur_,9,86,FALSE,[],,
Fri Jun 18 18:31:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#COVID19: France ""is delivering"" with an increase in global vaccine donations to 60 million, says Foreign Minister @JY_LeDrian: https://t.co/WTo8Cm4d2h https://t.co/yu9wssuAM3",en,"Sentiment(polarity=-0.0625, subjectivity=0.0625)",5,1,-0.0625,0.0625,CharenteMec,244,675,,['#COVID19'],"{'screen_name': 'JY_LeDrian', 'name': 'Jean-Yves Le Drian', 'id': 1055021191, 'id_str': '1055021191', 'indices': [115, 126]}",Nouvelle Aquitaine 
Fri Jun 18 18:31:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ICYMI: Our data has shown two doses of #COVID19 vaccines are highly effective against hospitalisation from the Delta (B.1.617.2) variant. 

We'd encourage everyone who is eligible for a COVID-19 #vaccine to have both doses. 

Read more: https://t.co/6z67CW85Zw",en,"Sentiment(polarity=0.55, subjectivity=0.65)",64,39,0.55,0.65,BWDDPH,9850,6697,,"['#COVID19', '#vaccine']",,Blackburn with Darwen
Fri Jun 18 18:31:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",en,"Sentiment(polarity=0.3333333333333333, subjectivity=0.7314814814814815)",50,25,0.333333333,0.731481481,mikefullblack,202,2354,FALSE,['#COVID19'],"{'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [54, 61]}",My apartment
Fri Jun 18 18:31:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GooderSarah @anticovidmaska1 @destindays_ @disclosetv President Magufuli of Tanzania (RIP)

Exposed PCR:â€¦ https://t.co/ls0iCbInA7",en,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,CJlegalBeagle,1161,1498,FALSE,[],"{'screen_name': 'GooderSarah', 'name': 'Sarah Good', 'id': 3233147222, 'id_str': '3233147222', 'indices': [0, 12]}","Orlando, Florida USA"
Fri Jun 18 18:31:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@celliottability So why are you not diverting vaccines to Waterloo Region like you did for Toronto? Hmmm. #hotspot #COVID19 @fordnation,en,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,VisibleDark_,1253,279,FALSE,"['#hotspot', '#COVID19']","{'screen_name': 'celliottability', 'name': 'Christine Elliott', 'id': 821699497, 'id_str': '821699497', 'indices': [0, 16]}","Kitchener, Ontario - Earth"
Fri Jun 18 18:31:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1120,1,â€¦ https://t.co/iz5r8omMay",en,"Sentiment(polarity=-0.75, subjectivity=1.0)",0,0,-0.75,1,PuneUpdater,88,0,FALSE,[],,
Fri Jun 18 18:31:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411040] 
Chatrapati Shahu Maharaj PMCG
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Doseâ€¦ https://t.co/AOB5tEyrU1",en,"Sentiment(polarity=-0.75, subjectivity=1.0)",0,0,-0.75,1,PuneUpdater,88,0,FALSE,[],,
Fri Jun 18 18:31:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 514,29â€¦ https://t.co/sZV6ZARvK2",en,"Sentiment(polarity=-0.75, subjectivity=1.0)",0,0,-0.75,1,PuneUpdater,88,0,FALSE,[],,
Fri Jun 18 18:31:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Follow @aarc_tweets, @hcollaborative &amp; @looms4lupus to keep up with the work these partners are doing to help the #COVIDVxProject share information on #COVID19 #vaccines. #followfriday",en,"Sentiment(polarity=0.0, subjectivity=0.0)",1,1,0,0,Looms4Lupus,1046,831,FALSE,"['#COVIDVxProject', '#COVID19', '#vaccines', '#followfriday']","{'screen_name': 'aarc_tweets', 'name': 'American Association for Respiratory Care', 'id': 17447528, 'id_str': '17447528', 'indices': [7, 19]}","Baldwin Park, CA"
Fri Jun 18 18:31:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The greatest political failure of our generation. Millions will die because Germany and UK want to preserve patents on vaccines that were developed with up to 97% funding from taxpayers. Even AZ will make profits in Africa. @MoetiTshidi,en,"Sentiment(polarity=0.19583333333333333, subjectivity=0.42500000000000004)",188,107,0.195833333,0.425,BWDDPH,9850,6697,FALSE,[],"{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [224, 236]}",Blackburn with Darwen
Fri Jun 18 18:31:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#G7 leaders have pledged to donate 1 billion #Covid19 vaccine doses. ðŸ™   

But many more are needed. Now.   
Over 1 billion people in #SouthAsia alone need vaccines. 

All countries that can must #DonateDosesNow.  
https://t.co/gGArLU18I4 v/@unicefrosa https://t.co/ggL7o8ZIS7",en,"Sentiment(polarity=0.5, subjectivity=0.5)",31,9,0.5,0.5,YemenEducation,47,135,,"['#G7', '#Covid19', '#SouthAsia', '#DonateDosesNow']","{'screen_name': 'UNICEFROSA', 'name': 'UNICEF South Asia', 'id': 1374565094, 'id_str': '1374565094', 'indices': [241, 252]}",
Fri Jun 18 18:31:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Most African countries have relied on the UN-led Covax scheme for vaccines.Â It has faced major delays after India,â€¦ https://t.co/LjPc74097f",en,"Sentiment(polarity=0.1875, subjectivity=0.3333333333333333)",0,0,0.1875,0.333333333,sandeepssrin,4078,1111,,[],,Delhi
Fri Jun 18 18:32:04 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Iâ€™m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
ðŸ” Search https://t.co/d2PDWIps8o  
ðŸ“±Text your ZIP code to 438829  
ðŸ“ž Call 1-800-232-0233 https://t.co/AMmcMmCtiP",en,"Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",715,233,0.508333333,0.783333333,DeniseHenwood,8293,8218,FALSE,"['#WeCanDoThis', '#COVID19']",,abz yyc las
Fri Jun 18 18:32:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,"Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",271,129,0.133333333,0.455555556,lite_bytes,762,1642,FALSE,[],,England
Fri Jun 18 18:32:31 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","23) Regarding J&amp;J, I have no direct evidence-based position. Howeverâ€¦ itâ€™s not technically a 2-dose vaccine. if youâ€™re interested what some immunologists thinkâ€¦ read thread ðŸ§µ belowâ€¦ but the CDC needs to put out guidance on this soon. Very soon. https://t.co/ViPGGCIVLD",en,"Sentiment(polarity=0.1, subjectivity=0.325)",228,88,0.1,0.325,btenge89,15,673,FALSE,[],,
Fri Jun 18 18:32:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,en,"Sentiment(polarity=0.0, subjectivity=0.0)",43,34,0,0,seethsayer,1522,923,FALSE,[],,he they
Fri Jun 18 18:32:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@StewartJenning9 @Normanjam671 @ToryFibs Well, the Delta variant is different enough for the vaccines to be less efâ€¦ https://t.co/s0IUDIU7iQ",en,"Sentiment(polarity=-0.05555555555555555, subjectivity=0.3888888888888889)",0,0,-0.055555556,0.388888889,MereteVonDOE,2335,2166,FALSE,[],"{'screen_name': 'StewartJenning9', 'name': 'Stewart Jennings', 'id': 1325542222536843264, 'id_str': '1325542222536843264', 'indices': [0, 16]}",Denmark
Fri Jun 18 18:32:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,en,"Sentiment(polarity=0.0, subjectivity=0.0)",44,35,0,0,Anou___,332,432,,[],,
Fri Jun 18 18:32:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Some good news for Friday. Yesterday we had our highest daily administration of vaccines at over 58,000. On course for up to 330,000 this week. Hospital #Covid19 inpatients down to 52 (24 hospitals with 2 or less), 18 in ICU. As always, let's protect this huge progress @HSELive",en,"Sentiment(polarity=0.15555555555555559, subjectivity=0.3711111111111111)",1810,131,0.155555556,0.371111111,TaraFinglas,623,562,FALSE,['#Covid19'],"{'screen_name': 'HSELive', 'name': 'HSE Ireland', 'id': 69298376, 'id_str': '69298376', 'indices': [270, 278]}",Ireland
Fri Jun 18 18:32:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Iâ€™m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
ðŸ” Search https://t.co/d2PDWIps8o  
ðŸ“±Text your ZIP code to 438829  
ðŸ“ž Call 1-800-232-0233 https://t.co/AMmcMmCtiP",en,"Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",717,234,0.508333333,0.783333333,nananno13,83,209,FALSE,"['#WeCanDoThis', '#COVID19']",,"Decatur, GA"
Fri Jun 18 18:32:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The return to business after 15 months of public health measures due to the COVID-19 pandemic is presenting a new problem: how to address the issue of vaccines with employees, and how to respond when customers ask if their staff are vaccinated. #COVID19 https://t.co/7197KNkxsG",en,"Sentiment(polarity=0.0037878787878787845, subjectivity=0.29873737373737375)",0,0,0.003787879,0.298737374,MDCLaw,402,145,FALSE,['#COVID19'],,Canada
Fri Jun 18 18:32:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",en,"Sentiment(polarity=0.3333333333333333, subjectivity=0.7314814814814815)",52,26,0.333333333,0.731481481,SkruggWeasel,5486,2654,FALSE,['#COVID19'],"{'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [54, 61]}",123 Egg Lane
Fri Jun 18 18:32:57 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",en,"Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",272,130,0.133333333,0.455555556,su_lambert,97,341,,[],,
Fri Jun 18 18:33:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Iâ€™m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
ðŸ” Search https://t.co/d2PDWIps8o  
ðŸ“±Text your ZIP code to 438829  
ðŸ“ž Call 1-800-232-0233 https://t.co/AMmcMmCtiP",en,"Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",718,235,0.508333333,0.783333333,sherrydole,4987,5418,,"['#WeCanDoThis', '#COVID19']",,USA
Fri Jun 18 18:33:04 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Thank you @research2note for creating this amazing campaign &amp; turning social media #red4research today. @NHSRDFORUM is all about sharing the talent, passion  &amp; commitment of individuals coming together as a community for the benefit of all. You've done this. Well done ðŸ‘‹",en,"Sentiment(polarity=0.3166666666666667, subjectivity=0.48333333333333334)",4,2,0.316666667,0.483333333,haining_s,823,394,FALSE,['#red4research'],"{'screen_name': 'Research2note', 'name': 'Research2note', 'id': 734054113940508672, 'id_str': '734054113940508672', 'indices': [10, 24]}",Newcastle 
Fri Jun 18 18:33:04 +0000 2021,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎŸS</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/TI0vK8DQLw,en,"Sentiment(polarity=0.0, subjectivity=0.0)",44,36,0,0,cstross,49167,678,FALSE,[],,"Berlin, Germany"
Fri Jun 18 18:33:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The timely delivery of #COVID19 vaccines is crucial. 

I welcome todayâ€™s decision by the Belgian Court of First Instance ordering #AstraZeneca to urgently deliver 50 million doses to ðŸ‡ªðŸ‡º, as follows: 15 million doses by 26 July, 20 million by 23 August, 15 million by 27 September.",en,"Sentiment(polarity=0.35000000000000003, subjectivity=0.7444444444444445)",0,0,0.35,0.744444444,KurtVermeulen,970,750,FALSE,"['#COVID19', '#AstraZeneca']",,London
Fri Jun 18 18:33:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

Weâ€™ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",en,"Sentiment(polarity=0.1958333333333333, subjectivity=0.2875)",0,0,0.195833333,0.2875,SivaThambisetty,1633,1036,FALSE,['#COVID19'],,London School of Economics
Fri Jun 18 18:33:10 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","The #DELTA variant of the #coronavirus has different symptoms, such as cold or hayfever symptoms...

Please be extra aware - #BePrepared &amp; #StaySafe 

Link to the COVID Tracker AppðŸ‘‰: https://t.co/kvPkCRiwkY

#COVID19 https://t.co/ZJWHCdumYg",en,"Sentiment(polarity=-0.06999999999999999, subjectivity=0.49000000000000005)",1,1,-0.07,0.49,ClaireJ11893886,67,162,FALSE,"['#DELTA', '#coronavirus', '#BePrepared', '#StaySafe', '#COVID19']",,"Cardiff, Wales"
Fri Jun 18 18:33:17 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

Weâ€™ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",en,"Sentiment(polarity=0.1958333333333333, subjectivity=0.2875)",81,86,0.195833333,0.2875,wisequackranch,2224,3989,,['#COVID19'],,
Fri Jun 18 18:33:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",en,"Sentiment(polarity=0.24318181818181817, subjectivity=0.5022727272727273)",23,9,0.243181818,0.502272727,nitulaurentiuxl,106,202,,[],,"ConstanÅ£a, RomÃ¢nia"
